Spring Mobile - AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comp,1/31/2016,,8/27/2017,,,,NA
Store #,Store Name,Address,City,State,Zip,Market,Region,District,State,Open Date,Market VP,Region Director,District Manager,,Classification,Acquisition Name,Store Tier, Sq Ft , Sq Ft Range ,Closed Date,Status,Attribute,Base?,Comp?,Same?,,,1396,,,,Same,8/28/2016,,,,,,Base
2323,National Battlefield,1155 E Battlefield,Springfield,MO,65807,Central Market,Greater Midwest Region,Missouri South,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Brad Phillips,,Acquisition,Cellular World,1,"3,150", Above 3000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2324,Glenstone Grand,1011 S Glenstone,Springfield,MO,65804,Central Market,Greater Midwest Region,Missouri South,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Brad Phillips,,Acquisition,Cellular World,2,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2325,Harrisonville,303 S Commercial St,Harrisonville,MO,64701,Central Market,Greater Midwest Region,Kansas City,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Michael Forbes,,Acquisition,Cellular World,3,"1,100", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2326,Laurie,135 South Main St,Laurie,MO,65037,Central Market,Greater Midwest Region,Missouri Central,Missouri,8/1/2016,Josh Heck,Hannah Gandt,James Crowe,,Acquisition,Cellular World,5,"1,422", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2327,Lebanon MO,870 S Jefferson Ave,Lebanon,MO,65536,Central Market,Greater Midwest Region,Missouri Central,Missouri,8/1/2016,Josh Heck,Hannah Gandt,James Crowe,,Acquisition,Cellular World,2,"1,567", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2328,Monett,903 E US Highway 60,Monett,MO,65708,Central Market,Greater Midwest Region,Missouri South,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Brad Phillips,,Acquisition,Cellular World,5,750, 500-1000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2329,Neosho,910 A S Neosho Blvd,Neosho,MO,64850,Central Market,Greater Midwest Region,Missouri West,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Janoah Goldsberry,,Acquisition,Cellular World,1,"1,620", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2330,Nevada,324 Austin Blvd,Nevada,MO,64772,Central Market,Greater Midwest Region,Missouri West,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Janoah Goldsberry,,Acquisition,Cellular World,4,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2331,Nixa,402 West Mt Vernon,Nixa,MO,65714,Central Market,Greater Midwest Region,Missouri South,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Brad Phillips,,Acquisition,Cellular World,3,"1,520", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2332,Republic,1266 US Hwy 60 East,Republic,MO,65738,Central Market,Greater Midwest Region,Missouri South,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Brad Phillips,,Acquisition,Cellular World,1,"2,880", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2333,Sullivan,795 Eagles Court,Sullivan,MO,63080,Central Market,Greater Midwest Region,Mid MO,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Jerry Dooling,,Acquisition,Cellular World,2,"1,480", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2334,Versailles,610 West Newton,Versailles,MO,65084,Central Market,Greater Midwest Region,Missouri Central,Missouri,8/1/2016,Josh Heck,Hannah Gandt,James Crowe,,Acquisition,Cellular World,4,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2335,Warsaw Commercial Street,1882 Commercial Street,Warsaw,MO,65355,Central Market,Greater Midwest Region,Missouri Central,Missouri,8/1/2016,Josh Heck,Hannah Gandt,James Crowe,,Acquisition,Cellular World,3,"1,857", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2336,Webb City,1119 S Madison Street,Web City,MO,64870,Central Market,Greater Midwest Region,Missouri West,Missouri,8/1/2016,Josh Heck,Hannah Gandt,Janoah Goldsberry,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2337,Davis Ave,600-3 N Davis Ave,Cleveland,MS,38732,South Market,Florida Gulf Region,MS/AL,Mississippi,8/1/2016,Brady Bowen,Mitch Nelson,Open,,Acquisition,Cellular World,4,"1,640", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2338,Hernando,1201 E Commerce St,Hernando,MS,38632,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Mississippi,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,1,"1,400", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2339,Holly Springs,"617 Highway 7 S, Ste 1",Holly Springs,MS,38635,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Mississippi,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,4,"1,850", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2340,Horn Lake,"3500 Goodman Rd W, Ste A",Horn Lake,MS,38637,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Mississippi,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,4,"1,940", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2341,Magee,"1573 Hwy 49 South, Ste 500",Magee,MS,39111,South Market,Florida Gulf Region,Jackson,Mississippi,8/1/2016,Brady Bowen,Mitch Nelson,Stacey Lewis,,Acquisition,Cellular World,4,"1,400", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2342,Richland Hwy 49,"1040 Hwy 49 South, Ste F",Richland,MS,39218,South Market,Florida Gulf Region,Jackson,Mississippi,8/1/2016,Brady Bowen,Mitch Nelson,Stacey Lewis,,Acquisition,Cellular World,3,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2343,Senatobia,5170 Hwy 51 North,Senatobia,MS,38668,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Mississippi,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,2,"2,800", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2344,Elkin,"544 CC Camp Rd, Ste 1500",Elkin,NC,28621,Northeast Market,Atlantic Region,Central NC,North Carolina,8/1/2016,Kirby Loeck,Joey Halley,Tonya Holland,,Acquisition,Cellular World,5,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2345,Highpoint Main St,2749 S Main St,Highpoint,NC,27263,Northeast Market,Atlantic Region,Central NC,North Carolina,8/1/2016,Kirby Loeck,Joey Halley,Tonya Holland,,Acquisition,Cellular World,4,"1,953", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2346,Mebane,3886 Brundage Ln,Mebane,NC,27302,Northeast Market,Atlantic Region,Central NC,North Carolina,8/1/2016,Kirby Loeck,Joey Halley,Tonya Holland,,Acquisition,Cellular World,4,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2347,Mount Airy,"752 S Andy Griffith Pkwy, Ste 500",Mt Airy,NC,27030,Northeast Market,Atlantic Region,Central NC,North Carolina,8/1/2016,Kirby Loeck,Joey Halley,Tonya Holland,,Acquisition,Cellular World,3,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2348,Forrest Oaks,"2133 Rockford St, STE 300",Mount Airy,NC,27030,,,,North Carolina,8/1/2016,,,,,Acquisition,Cellular World,,,,5/31/2017,Closed,Acquisition - Cellular World,,,,4,,,,,,,,,,,,,
2349,Wilkesboro,"1903 Addison Ave, Unit B",Wilkesboro,NC,28697,Northeast Market,Atlantic Region,West NC,North Carolina,8/1/2016,Kirby Loeck,Joey Halley,David Eads,,Acquisition,Cellular World,5,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2350,Epping,"11 Brickyard Square, Ste 5",Epping,NH,3042,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,4,"1,540", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2351,Exeter,"137 Portsmouth Ave, Unit C",Exeter,NH,3833,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,4,"1,479", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2352,Nashua,356 Amherst Street,Nashua,NH,3063,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,4,"2,159", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2353,Plaistow,"18 Plaistow Rd, Plaza RT 125",Plaistow,NH,3865,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,4,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2354,Salem NH,291 S Broadway,Salem,NH,3079,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2355,Seabrook,"700 Lafayette Rd, Unit 480",Seabrook,NH,3874,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,3,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2356,West Lebanon,1 Airport Rd,West Lebanon,NH,3784,Northeast Market,New England Region,New Hampshire,New Hampshire,8/1/2016,Kirby Loeck,Josh Mailloux,Christian Rieker,,Acquisition,Cellular World,1,"3,044", Above 3000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2357,Pahrump,"361 South Frontage Rd, STE 7",Pahrump,NV,89048,West Market,Southwest Region,Las Vegas,Nevada,8/1/2016,Jon Betts,Joshua Poll,Brady Orchard,,Acquisition,Cellular World,3,"1,250", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2358,Henderson Eastern,"10624 S Eastern Ave, STE C",Henderson,NV,89052,West Market,Southwest Region,Las Vegas,Nevada,8/1/2016,Jon Betts,Joshua Poll,Brady Orchard,,Acquisition,Cellular World,3,"1,946", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2359,Bixby,15035 S Memorial Dr,Bixby,OK,74008,South Market,AOK Region,North OK,Oklahoma,8/1/2016,Brady Bowen,Brian McLendon,Toni Horner,,Acquisition,Cellular World,2,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2360,Checotah,111 NW 9th St,Checotah,OK,74426,South Market,AOK Region,Central OK,Oklahoma,8/1/2016,Brady Bowen,Brian McLendon,William Elliott,,Acquisition,Cellular World,4,"2,500", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2361,Miami,845 North Main ST,Miami,OK,74354,South Market,AOK Region,North OK,Oklahoma,8/1/2016,Brady Bowen,Brian McLendon,Toni Horner,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2362,Okmulgee,1207 S Wood Dr,Okmulgee,OK,74447,South Market,AOK Region,Central OK,Oklahoma,8/1/2016,Brady Bowen,Brian McLendon,William Elliott,,Acquisition,Cellular World,1,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2363,Pryor,11 South Mill Street,Pryor,OK,74361,South Market,AOK Region,North OK,Oklahoma,8/1/2016,Brady Bowen,Brian McLendon,Toni Horner,,Acquisition,Cellular World,1,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2364,Wedington,"3575 W Wedington, Ste 1",Fayetteville,AR,72701,South Market,AOK Region,NW Arkansas,Arkansas,8/1/2016,Brady Bowen,Brian McLendon,Marcus Cummings,,Acquisition,Cellular World,5,"2,700", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2365,Newport RI,163 Connell Highway,Newport,RI,2840,Northeast Market,New England Region,Boston South,Rhode Island,8/1/2016,Kirby Loeck,Josh Mailloux,Justin Barros,,Acquisition,Cellular World,3,"1,800", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2366,Camden Springdale Dr,"1671 Springdale Dr, Ste 14",Camden,SC,29020,Northeast Market,SCTNKY Region,East SC,South Carolina,8/1/2016,Kirby Loeck,Linda Roof,Justin Kutz,,Acquisition,Cellular World,4,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2368,Sumter,"1101 Broad St, Ste A",Sumter,SC,29150,Northeast Market,SCTNKY Region,East SC,South Carolina,8/1/2016,Kirby Loeck,Linda Roof,Justin Kutz,,Acquisition,Cellular World,1,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2369,Bolivar TN,103 West Market Street,Bolivar,TN,38008,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,4,"1,440", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2370,Brentwood,"330 FRANKLIN RD, STE 100",Brentwood,TN,37027,Northeast Market,SCTNKY Region,Central TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Angela Mynatt,,Acquisition,Cellular World,3,"2,267", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2371,Brownsville,1125 Dupree Avenue,Brownsville,TN,38012,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,5,"1,400", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2372,Cookeville,"416 W Jackson Street, Ste B",Cookeville,TN,38501,Northeast Market,SCTNKY Region,Central TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Angela Mynatt,,Acquisition,Cellular World,3,"1,495", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2373,Dyersburg,"2500 Lake Road, Ste 1",Dyersburg,TN,38024,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,4,"1,800", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2374,Greeneville,2795 East Andrew Johnson Hwy,Greeneville,TN,37745,Northeast Market,SCTNKY Region,East TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Ken Smith,,Acquisition,Cellular World,4,"1,400", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2375,Jackson Highland Ave,2158 S Highland Ave,Jackson,TN,38301,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,3,"2,800", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2376,Jefferson City,640 E Broadway Blvd,Jefferson City,TN,37760,Northeast Market,SCTNKY Region,East TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Ken Smith,,Acquisition,Cellular World,4,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2377,Knoxville,6631 Clinton Hwy,Knoxville,TN,37912,Northeast Market,SCTNKY Region,East TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Ken Smith,,Acquisition,Cellular World,5,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2378,Lakeland,"8950 Hwy 64, STE 115",Lakeland,TN,38002,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,3,"2,600", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2379,Lawrenceburg,2018 N Locust Ave,Lawrenceburg,TN,38464,Northeast Market,SCTNKY Region,Central TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Angela Mynatt,,Acquisition,Cellular World,1,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2380,Lexington TN,541 W Church St,Lexington,TN,38351,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,2,"1,160", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2381,Nashville,7032 Highway 70 South,Nashville,TN,37221,Northeast Market,SCTNKY Region,Central TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Angela Mynatt,,Acquisition,Cellular World,4,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2382,Newport TN,1065 Cosby Highway,Newport,TN,37821,Northeast Market,SCTNKY Region,East TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Ken Smith,,Acquisition,Cellular World,4,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2383,Oakland,"200 Chickasaw Ridge Dr, Ste #1",Oakland,TN,38060,Northeast Market,SCTNKY Region,Memphis-TN/N MS,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Alfred Allen,,Acquisition,Cellular World,3,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2384,Oneida,19849 Alberta St,Oneida,TN,37841,Northeast Market,SCTNKY Region,East TN,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,Ken Smith,,Acquisition,Cellular World,4,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2385,Savannah,1800 Wayne Rd,Savannah,TN,38372,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,1,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2386,Selmer,916 Mulberry Street,Selmer,TN,38375,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,2,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2387,Union City,1401 W Reelfoot Avenue,Union City,TN,38261,Northeast Market,SCTNKY Region,West Tennessee,Tennessee,8/1/2016,Kirby Loeck,Linda Roof,James Tate,,Acquisition,Cellular World,4,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2388,Allen,"906 W McDermott, Ste 320",Allen,TX,75013,South Market,DFW Region,Dallas,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,John Rapkoch,,Acquisition,Cellular World,3,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2389,Athens,1103 E Tyler Street,Athens,TX,75751,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,4,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2390,Azle,"600 Boyd Ct, Ste D",Azle,TX,76020,South Market,DFW Region,DFW North,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Derrick Schultz,,Acquisition,Cellular World,1,"2,445", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2391,Bedford,"2721 State Highway 121, Ste 100",Euless,TX,76039,South Market,DFW Region,DFW North,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Derrick Schultz,,Acquisition,Cellular World,P,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2392,Beltline,3504 Belt Line Road,Farmers Branch,TX,75234,South Market,DFW Region,Dallas,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,John Rapkoch,,Acquisition,Cellular World,2,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2393,Belton,2431 North Main St,Belton,TX,76513,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,2,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2394,Burleson Wilshire Blvd,141 SW Wilshire Blvd,Burleson,TX,76028,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,1,"2,400", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2395,Canton,"351 E State Hwy 243, Ste 200",Canton,TX,75103,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,3,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2396,Cleburne,1623a West Henderson,Cleburne,TX,76033,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,P,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,P,,,,,,,,,,,,,
2397,Corsicana,610 West 7th Ave,Corsicana,TX,75110,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,P,"2,250", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2398,Duncanville,"607 S Cedar Ridge Dr, STE 100",Duncanville,TX,75137,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,2,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2399,Eastland,1403 East Main Street,Eastland,TX,76448,South Market,DFW Region,Fort Worth West,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Matthew Hurtt,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2400,Ennis,609 East Ennis Ave,Ennis,TX,75119,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,2,"2,100", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2401,Flower Mound,"3634 Long Prairie, # 140",Flower Mound,TX,75028,South Market,DFW Region,DFW North,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Derrick Schultz,,Acquisition,Cellular World,2,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2402,Forney,"780 East Highway 80, STE 200",Forney,TX,75126,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,P,"2,478", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,P,,,,,,,,,,,,,
2403,Gatesville,2225 East Main St,Gatesville,TX,76528,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,3,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2404,Granbury,714 East Hwy 377,Granbury,TX,76048,South Market,DFW Region,Fort Worth West,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Matthew Hurtt,,Acquisition,Cellular World,P,"2,600", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,P,,,,,,,,,,,,,
2405,Green Oaks,"4201 W Green Oaks Blvd, STE320",Arlington,TX,76016,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,P,"2,550", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2406,Greenville Ave,"5521 Greenville Ave, Ste 101",Dallas,TX,75206,South Market,DFW Region,Dallas,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,John Rapkoch,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2407,Greenville CTV,"8602 Wesley St, STE 200",Greenville,TX,75402,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2408,Greenville DT,6006 Wesley St,Greenville,TX,75402,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,2,"3,300", Above 3000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2409,Gun Barrel City,1117 W Main Street,Gun Barrel City,TX,75156,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,1,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2410,Hillsboro TX,1401 Corsicana Avenue,Hillsboro,TX,76645,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,2,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2411,Hudson Oaks,"100 S Oakridge Drive, Ste 130",Hudson Oaks,TX,76087,South Market,DFW Region,Fort Worth West,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Matthew Hurtt,,Acquisition,Cellular World,1,"2,200", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2412,Naples Collier Blvd,"7729 Collier Blvd, Ste 506",Naples,FL,34114,South Market,Florida Region,Gulf Coast,Florida,8/1/2016,Brady Bowen,Scott Groskreutz,Joe Cavaliere,,Acquisition,Cellular World,4,"1,512", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
