Spring Mobile - AT&T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comp,1/31/2016,,8/27/2017,,,,NA
Store #,Store Name,Address,City,State,Zip,Market,Region,District,State,Open Date,Market VP,Region Director,District Manager,,Classification,Acquisition Name,Store Tier, Sq Ft , Sq Ft Range ,Closed Date,Status,Attribute,Base?,Comp?,Same?,,,1396,,,,Same,8/28/2016,,,,,,Base
2413,Jacksonville,"1027 S Jackson St, STE 103",Jacksonville,TX,75766,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,4,"2,438", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2414,Josey,"1855 East Frankford Road, STE 104",Carrollton,TX,75007,South Market,DFW Region,Dallas,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,John Rapkoch,,Acquisition,Cellular World,4,900, 500-1000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2415,Kaufman,"100 Kings Fort Parkway, Ste 112",Kaufman,TX,75142,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,2,"2,563", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2416,Lampasas,1405 S Key Ave,Lampasas,TX,76550,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,4,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2417,Little Elm,"12244 FM 423, STE 400",Frisco,TX,75034,South Market,DFW Region,DFW North,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Derrick Schultz,,Acquisition,Cellular World,3,"1,916", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2418,Lovers Lane,5567 West Lovers Lane,Dallas,TX,75209,South Market,DFW Region,Dallas,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,John Rapkoch,,Acquisition,Cellular World,3,"1,846", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2420,Midlothian,110 Eric St,Midlothian,TX,76065,South Market,DFW Region,DFW South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Kennon Choate,,Acquisition,Cellular World,P,"2,530", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2421,Mineral Wells,113 FM 1821 North,Mineral Wells,TX,76067,South Market,DFW Region,Fort Worth West,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Matthew Hurtt,,Acquisition,Cellular World,1,"2,050", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2422,Preston NW Highway,5960 W Northwest Hwy,Dallas,TX,75225,South Market,DFW Region,Dallas,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,John Rapkoch,,Acquisition,Cellular World,5,"1,062", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2423,Ovilla Corners,"109 East Ovilla Rd, STE 100",Red Oak,TX,75154,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,3,"1,190", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2424,Palestine,2100 Crockett Road,Palestine,TX,75801,South Market,DFW Region,Dallas South,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Colby Ivie,,Acquisition,Cellular World,3,"1,700", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2425,Quinlan,8826 S HWY 34,Quinlan,TX,75474,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,5,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2426,Roanoke,"1112 Highway 377, Ste 102",Roanoke,TX,76262,South Market,DFW Region,DFW North,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Derrick Schultz,,Acquisition,Cellular World,2,"1,733", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2427,Rowlett,"2202 Lakeview Pkwy, STE104",Rowlett,TX,75088,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,1,"1,900", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2428,Winter Haven,7080 Cypress Gardens Blvd,Winter Haven,FL,33884,,,,Florida,8/1/2016,,,,,Acquisition,Cellular World,,,,1/28/2017,FY16 Closure,Acquisition - Cellular World,,,,,,,,,,,,,,,,,
2429,Sulphur Springs,"1335 South Broadway, STE 10",Sulphur Springs,TX,75482,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,2,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2430,Temple 31st Street,"2668 South 31st St, Ste F",Temple,TX,76502,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,3,"2,700", 2500-3000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2431,Terrell,1400 West Moore,Terrell,TX,75160,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,3,"3,600", Above 3000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2432,Westover,"501 Alta Mere Drive, STE 1001",Fort Worth,TX,76114,South Market,DFW Region,DFW North,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Derrick Schultz,,Acquisition,Cellular World,2,"2,200", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2433,Wylie,"1125 West FM 544, Ste 400",Wylie,TX,75098,South Market,DFW Region,Dallas East,Texas,8/1/2016,Brady Bowen,Kyle Aivazian,Ryan Broeckel,,Acquisition,Cellular World,4,"2,070", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2434,Cedar Park,"1395 US Hwy 183, Ste 110",Leander,TX,78641,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,4,"1,495", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2435,East Pflugerville,"1616 FM 685, STE 101",Pflugerville,TX,78660,South Market,Texas Region,Austin South,Texas,8/1/2016,Brady Bowen,Jason Dickman,Hadley Rowen,,Acquisition,Cellular World,1,"2,200", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2436,Georgetown,"210 University, Ste 170",Round Rock,TX,78665,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,1,"2,210", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2437,Giddings,439 E Austin St,Giddings,TX,78942,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,3,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2438,La Frontera,"220 Sundance Pkwy, STE 200",Round Rock,TX,78681,South Market,Texas Region,Austin South,Texas,8/1/2016,Brady Bowen,Jason Dickman,Hadley Rowen,,Acquisition,Cellular World,3,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2439,Taylor,"3605 North Main St, STE 104",Taylor,TX,76574,South Market,Texas Region,Austin North,Texas,8/1/2016,Brady Bowen,Jason Dickman,William Warriner,,Acquisition,Cellular World,3,"1,620", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2440,Boerne,1433 S Main Street,Boerne,TX,78006,South Market,Texas Region,Austin South,Texas,8/1/2016,Brady Bowen,Jason Dickman,Hadley Rowen,,Acquisition,Cellular World,1,"2,161", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2441,Bulverde,20540 State Hwy 46 W,Spring Branch,TX,78070,South Market,Texas Region,Austin South,Texas,8/1/2016,Brady Bowen,Jason Dickman,Hadley Rowen,,Acquisition,Cellular World,4,"1,058", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2442,Cibolo,"791 FM 1103, STE 127",Cibolo,TX,78108,South Market,Texas Region,San Antonio,Texas,8/1/2016,Brady Bowen,Jason Dickman,Milton Mendoza,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2443,Floresville,101 Wilson Dr. Suite 110,Floresville,TX,78114,South Market,Texas Region,San Antonio,Texas,8/1/2016,Brady Bowen,Jason Dickman,Milton Mendoza,,Acquisition,Cellular World,4,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2444,La Vernia,"14421 US Highway 87 W, STE 4",La Vernia,TX,78121,South Market,Texas Region,San Antonio,Texas,8/1/2016,Brady Bowen,Jason Dickman,Milton Mendoza,,Acquisition,Cellular World,3,"1,800", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2445,New Braunfels,"1659 State Hwy 46 W, #105 Lone Oak Village",New Braunfels,TX,78132,South Market,Texas Region,Austin South,Texas,8/1/2016,Brady Bowen,Jason Dickman,Hadley Rowen,,Acquisition,Cellular World,4,"1,494", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2446,Pleasanton TX,"2044 W Oaklawn, Ste 100",Pleasanton,TX,78064,South Market,Texas Region,San Antonio,Texas,8/1/2016,Brady Bowen,Jason Dickman,Milton Mendoza,,Acquisition,Cellular World,P,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,P,,,,,,,,,,,,,
2447,Schertz,4825 FM 3009,Schertz,TX,78154,South Market,Texas Region,San Antonio,Texas,8/1/2016,Brady Bowen,Jason Dickman,Milton Mendoza,,Acquisition,Cellular World,3,"2,250", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2448,Seguin,566 S Hwy 123 Bypass,Seguin,TX,78155,South Market,Texas Region,Austin South,Texas,8/1/2016,Brady Bowen,Jason Dickman,Hadley Rowen,,Acquisition,Cellular World,1,"2,200", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2449,Alvin,1485 East Hwy 6,Alvin,TX,77511,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,1,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2450,Baytown,6648 Garth Road,Baytown,TX,77521,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,4,"1,700", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2451,Katy Fry Road,"3950 N Fry, Ste 900",Katy,TX,77449,South Market,Texas Region,Houston West,Texas,8/1/2016,Brady Bowen,Jason Dickman,Jared Mcanally,,Acquisition,Cellular World,3,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2452,Cleveland,502 West Southline,Cleveland,TX,77327,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,5,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2453,Louetta,18568-B Kuykendahl,Spring,TX,77379,South Market,Texas Region,Houston West,Texas,8/1/2016,Brady Bowen,Jason Dickman,Jared Mcanally,,Acquisition,Cellular World,2,"1,029", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2454,Cross Roads,"13141 FM 1960 West, Ste 100",Houston,TX,77065,South Market,Texas Region,Houston West,Texas,8/1/2016,Brady Bowen,Jason Dickman,Jared Mcanally,,Acquisition,Cellular World,3,"2,048", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2455,Friendswood,"101 West Parkwood, Ste E",Friendswood,TX,77546,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,2,"1,656", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2456,Houston Nasa Parkway,"1052 East Nasa Pkwy, Ste A",Houston,TX,77058,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,4,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2457,Katy Ranch,"24441 Katy Freeway, Ste 100",Katy,TX,77494,South Market,Texas Region,Houston West,Texas,8/1/2016,Brady Bowen,Jason Dickman,Jared Mcanally,,Acquisition,Cellular World,1,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2458,Conroe,3846 W Davis Street,Conroe,TX,77304,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,3,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2459,Livingston,"1615 W Church St, STE 800",Livingston,TX,77351,South Market,Texas Region,Houston East,Texas,8/1/2016,Brady Bowen,Jason Dickman,Alex Gonzalez,,Acquisition,Cellular World,4,"1,400", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2460,Stonegate,"8931 Fry Rd, Ste 100",Cypress,TX,77433,South Market,Texas Region,Houston West,Texas,8/1/2016,Brady Bowen,Jason Dickman,Jared Mcanally,,Acquisition,Cellular World,4,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2461,Auburn Way,"790 Auburn Way North, Ste 104",Auburn,WA,98002,,,,Washington,8/1/2016,,,,,Acquisition,Cellular World,,,,1/28/2017,FY16 Closure,Acquisition - Cellular World,,,,,,,,,,,,,,,,,
2462,Ballard,2021-B NW Market St,Seattle,WA,98107,West Market,Northwest Region,SeaTac,Washington,8/1/2016,Jon Betts,Jeremy Berg,Kasidee Ridlon,,Acquisition,Cellular World,4,650, 500-1000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2463,Bellevue 24th St,15577 NE 24th ST,Bellevue,WA,98007,West Market,Northwest Region,WA North,Washington,8/1/2016,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Cellular World,2,"1,500", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2464,Bonney Lake,20900 State Route 410 E,Bonney Lake,WA,98391,West Market,Northwest Region,WA/AK,Washington,8/1/2016,Jon Betts,Jeremy Berg,John Hofer,,Acquisition,Cellular World,4,"1,358", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2465,Colville,1384 North Highway 395,Colville,WA,99114,West Market,Northwest Region,WA East,Washington,8/1/2016,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Cellular World,3,"1,300", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2466,Edmonds,"22001 HWY 99, STE 200",Edmonds,WA,98020,West Market,Northwest Region,SeaTac,Washington,8/1/2016,Jon Betts,Jeremy Berg,Kasidee Ridlon,,Acquisition,Cellular World,3,"1,900", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2467,Hawks Prairie,"8205 Martin Way E, Ste A",Lacey,WA,98516,West Market,Northwest Region,WA South,Washington,8/1/2016,Jon Betts,Jeremy Berg,TBD,,Acquisition,Cellular World,3,"2,154", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2468,Kent Kangley,10426 Kent Kangley Rd,Kent,WA,98030,West Market,Northwest Region,WA/AK,Washington,8/1/2016,Jon Betts,Jeremy Berg,John Hofer,,Acquisition,Cellular World,3,"2,073", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2469,Kirkland,11310 NE 124th Street,Kirkland,WA,98034,West Market,Northwest Region,WA North,Washington,8/1/2016,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Cellular World,3,"1,495", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2470,Lakewood Place,"10009 Bridgeport Way SW, Ste 400",Lakewood,WA,98499,West Market,Northwest Region,WA South,Washington,8/1/2016,Jon Betts,Jeremy Berg,TBD,,Acquisition,Cellular World,2,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2471,Monroe WA,"19191 Highway 2, STE 105",Monroe,WA,98272,West Market,Northwest Region,WA North,Washington,8/1/2016,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Cellular World,3,"1,230", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2472,Oak Harbor,31600 SR 20 #1,Oak Harbor,WA,98277,West Market,Northwest Region,WA North,Washington,8/1/2016,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Cellular World,2,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2473,Olympia,"4250 Martin Way East, STE 107",Olympia,WA,98516,West Market,Northwest Region,WA South,Washington,8/1/2016,Jon Betts,Jeremy Berg,TBD,,Acquisition,Cellular World,3,"1,813", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2474,Sammamish,653 228th Ave NE,Sammamish,WA,98074,West Market,Northwest Region,WA North,Washington,8/1/2016,Jon Betts,Jeremy Berg,Glenn Mencias,,Acquisition,Cellular World,4,"2,000", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2475,Sequim,1099 West Washington,Sequim,WA,98382,West Market,Northwest Region,WA South,Washington,8/1/2016,Jon Betts,Jeremy Berg,TBD,,Acquisition,Cellular World,4,"1,108", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2476,West Seattle,4205 SW Morgan St,Seattle,WA,98136,West Market,Northwest Region,SeaTac,Washington,8/1/2016,Jon Betts,Jeremy Berg,Kasidee Ridlon,,Acquisition,Cellular World,2,"1,615", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,3,,,,,,,,,,,,,
2477,Yakima 72nd,"110 S 72nd Ave, STE 110",Yakima,WA,98908,West Market,Northwest Region,Tri-Cities,Washington,8/1/2016,Jon Betts,Jeremy Berg,Dallas Burnside,,Acquisition,Cellular World,4,"1,485", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2478,Oneonta,"1106 2nd Ave East, Stes E&F",Oneonta,AL,35121,South Market,Florida Gulf Region,MS/AL,Alabama,8/1/2016,Brady Bowen,Mitch Nelson,Open,,Acquisition,Cellular World,4,"2,500", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2479,South Huntsville,"10055 South Memorial Parkway, Ste B",Huntsville,AL,35803,South Market,Florida Gulf Region,MS/AL,Alabama,8/1/2016,Brady Bowen,Mitch Nelson,Open,,Acquisition,Cellular World,4,"1,800", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2480,Benton Military Rd,1201 Military Rd,Benton,AR,72015,South Market,AOK Region,Central Arkansas,Arkansas,8/1/2016,Brady Bowen,Brian McLendon,Marlon Ollison,,Acquisition,Cellular World,4,"1,800", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2481,Berryville,926 W Trimble Street,Berryville,AR,72616,South Market,AOK Region,NW Arkansas,Arkansas,8/1/2016,Brady Bowen,Brian McLendon,Marcus Cummings,,Acquisition,Cellular World,5,"1,882", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2482,Springdale,1100 South Thompson St,Springdale,AR,72764,South Market,AOK Region,NW Arkansas,Arkansas,8/1/2016,Brady Bowen,Brian McLendon,Marcus Cummings,,Acquisition,Cellular World,1,"1,000", 500-1000 ,,Open,Acquisition - Cellular World,,,x,1,,,,,,,,,,,,,
2483,Nipomo,"110 S Mary St, Unit 7",Nipomo,CA,93444,West Market,Southern California Region,Central Coast,California,8/1/2016,Jon Betts,Greg Miller,Kevin Murray,,Acquisition,Cellular World,4,"1,300", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2484,Palm Desert,"74990 Country Club Drive, Ste 330",Palm Desert,CA,92260,West Market,Southern California Region,IE East,California,8/1/2016,Jon Betts,Greg Miller,Giuliana Mainardi,,Acquisition,Cellular World,5,"1,051", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2485,Brandon Bloomingdale Ave,812 E Bloomingdale Avenue,Brandon,FL,33511,South Market,Florida Gulf Region,North Tampa,Florida,8/1/2016,Brady Bowen,Mitch Nelson,Stephen Stilwell,,Acquisition,Cellular World,4,"2,500", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2486,Daytona Beach,2705 N Atlantic Ave,Daytona Beach,FL,32118,,,,Florida,8/1/2016,,,,,Acquisition,Cellular World,,,,4/15/2017,Closed,Acquisition - Cellular World,,,,5,,,,,,,,,,,,,
2487,Lake Nona,"13832 Narcoossee Road, Unit 103",Orlando,FL,32832,South Market,Florida Region,Orlando,Florida,8/1/2016,Brady Bowen,Scott Groskreutz,Joseph Fletcher,,Acquisition,Cellular World,4,"1,253", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2488,Mulberry,6749 N Church Ave,Mulberry,FL,33860,South Market,Florida Gulf Region,South Tampa,Florida,7/5/2017,Brady Bowen,Mitch Nelson,Shane Parks,,Acquisition,Cellular World,4,"1,835", 1500-2000 ,,Open,Acquisition - Cellular World,,,,4,,,,,,,,,,,,,
2489,Palm Harbor Hwy 19,33125 Us Hwy 19 N 950,Palm Harbor,FL,34684,,,,Florida,8/1/2016,,,,,Acquisition,Cellular World,,,,4/15/2017,Closed,Acquisition - Cellular World,,,,5,,,,,,,,,,,,,
2490,Tampa Kennedy Blvd,2730 W Kennedy Blvd,Tampa,FL,33609,South Market,Florida Gulf Region,North Tampa,Florida,8/1/2016,Brady Bowen,Mitch Nelson,Stephen Stilwell,,Acquisition,Cellular World,4,"2,158", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2491,Tulsa Riverside,9545 South Riverside Pkwy,Tulsa,OK,74119,South Market,AOK Region,North OK,Oklahoma,8/1/2016,Brady Bowen,Brian McLendon,Toni Horner,,Acquisition,Cellular World,3,"1,800", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,2,,,,,,,,,,,,,
2492,Lewiston,"1325 21st St, Ste E",Lewiston,ID,83501,West Market,Northwest Region,WA East,Idaho,8/1/2016,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Cellular World,5,"2,110", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2493,Ponderay,"476864 US Hwy 95, Ste B",Ponderay,ID,83852,West Market,Northwest Region,WA East,Idaho,8/1/2016,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Cellular World,5,"1,300", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2494,Post Falls,"4082 E Primrose Lane, Ste C",Post Falls,ID,83854,West Market,Northwest Region,WA East,Idaho,8/1/2016,Jon Betts,Jeremy Berg,Paul Bechtel,,Acquisition,Cellular World,4,"1,980", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2495,Parsons,2216 Main St,Parsons,KS,67357,Central Market,Greater Midwest Region,Missouri West,Kansas,8/1/2016,Josh Heck,Hannah Gandt,Janoah Goldsberry,,Acquisition,Cellular World,5,"1,824", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2496,Barbourville,253 Parkway Plaza,Barbourville,KY,40906,Central Market,MINKY Region,Kentucky East,Kentucky,8/1/2016,Josh Heck,Michael Goss,Robert Phillips,,Acquisition,Cellular World,5,"1,600", 1500-2000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2497,Berea,"304 Richmond Road North, Ste 2",Berea,KY,40403,Central Market,MINKY Region,Kentucky East,Kentucky,8/1/2016,Josh Heck,Michael Goss,Robert Phillips,,Acquisition,Cellular World,5,"2,261", 2000-2500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2498,Harrodsburg,"507 Joseph Drive, Ste 1",Harrodsburg,KY,40330,Central Market,MINKY Region,Kentucky East,Kentucky,8/1/2016,Josh Heck,Michael Goss,Robert Phillips,,Acquisition,Cellular World,5,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
2499,London,409 Dons Drive,London,KY,40741,Central Market,MINKY Region,Kentucky East,Kentucky,8/1/2016,Josh Heck,Michael Goss,Robert Phillips,,Acquisition,Cellular World,4,"1,200", 1000-1500 ,,Open,Acquisition - Cellular World,,,x,4,,,,,,,,,,,,,
2500,Manchester Square,3 Manchester Square Shopping Center,Manchester,KY,40962,Central Market,MINKY Region,Kentucky East,Kentucky,8/1/2016,Josh Heck,Michael Goss,Robert Phillips,,Acquisition,Cellular World,5,612, 500-1000 ,,Open,Acquisition - Cellular World,,,x,5,,,,,,,,,,,,,
